company_profile_id,persona,initial_subscription_group,subscription_revenue,interchange_revenue,banking_fees,deposit_interest_revenue,cumulative_total_revenue,revenue_rank,revenue_company_population,top_decile_company_count,is_top_10pct,top_20pct_company_count,is_top_20pct
ead429ea-1eba-4792-9b26-fd974fafe6d4,Retail,start,48.77419354800000000000,33.90285104225718910000,0.00000000000000000000,19382.67967467616268950000,19465.35671926641987860000,1,17568,1757,true,3514,true
4399a1b4-86cd-4cf7-a61b-740c202086c2,Consultant,start,44.00000000000000000000,11815.35898988699550000000,28.00000000000000000000,70.72194514739726540000,11958.08093503439276540000,2,17568,1757,true,3514,true
8dd44ff7-9e9f-4f2f-a97e-d8c543967f6f,BTP,free,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,11244.43187862575400300000,11244.43187862575400300000,3,17568,1757,true,3514,true
f5176539-d715-4d19-a4be-92aab87ee00d,BTP,start,66.00000000000000000000,286.73584198029792330000,2.62000000000000000000,7745.32389242685066000000,8100.67973440714858330000,4,17568,1757,true,3514,true
a64ecf08-b62e-407e-a895-ca2756f56e18,Wholesale,plus,101.29032258100000000000,4981.16521425067908000000,138.00000000000000000000,69.69899967780824070000,5290.15453650948732070000,5,17568,1757,true,3514,true
45cccd2e-295d-4dc1-90a0-2d903a60c227,Bikers_Drivers,business,480.00000000000000000000,1996.64691557781534160000,2657.50000000000000000000,26.00113185643836020000,5160.14804743425370180000,6,17568,1757,true,3514,true
963d54ac-2c33-48c3-8019-ee10c1939e48,Wholesale,start,55.00000000000000000000,3084.94012792264939000000,255.72000000000000000000,1576.38379824712336930700,4972.04392616977275930700,7,17568,1757,true,3514,true
7f1e7da5-38e4-4236-aabb-1b9039de6809,Others,plus,125.00000000000000000000,2640.65508793541293120000,22.28000000000000000000,2099.87388297041128500000,4887.80897090582421620000,8,17568,1757,true,3514,true
9f990839-3fb1-4613-8b61-6c968ad7bb56,BTP,business,320.00000000000000000000,3787.84517177771298000000,9.86000000000000000000,474.66955693698632800000,4592.37472871469930800000,9,17568,1757,true,3514,true
4483ab8e-be60-49a9-a865-395c9157d7ca,Bankers_Insurance,free,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,4476.27256711068567000000,4476.27256711068567000000,10,17568,1757,true,3514,true
758b1b85-2a60-4dc1-80ca-2888af2b4e82,Consultant,start,66.00000000000000000000,34.65016841026204690000,1.22000000000000000000,4358.09919385917886833000,4459.96936226944091523000,11,17568,1757,true,3514,true
9753b391-79c3-4132-888e-85a2169517ba,BTP,free,0.00000000000000000000,0.00000000000000000000,2.40000000000000000000,4126.34709063342456400000,4128.74709063342456400000,12,17568,1757,true,3514,true
c762f318-59c5-480c-9fcd-c4590293f098,BTP,free,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,4016.88377103068502000000,4016.88377103068502000000,13,17568,1757,true,3514,true
