revenue_month,company_profile_id,subscription_revenue,interchange_revenue,banking_fees,deposit_interest_revenue
2026-05-01,cde3d474-b650-4df1-b0d6-17425659da08,13.333333333,0.0,0.0,0.0023220821917808217
2025-10-01,048f6a91-7909-49f4-899a-6a491de36c1b,9.625,0.0,0.0,0.15515342465753423
2026-04-01,4ac0796e-95f9-413f-ab47-1a310de80b03,13.333333333,10.392515999999944,0.0,70.726591291506836
2025-11-01,286c2460-f6cd-4858-b53b-6c7d20d0baca,4.64516129,0.0,0.0,0.2467397260273973
2025-12-01,2f266bfb-97ee-41ef-86f8-9a212c6f10ce,14.9,0.0,0.0,1.9617364098630143
2026-05-01,e7e66fce-2772-4d22-9383-0f56566a0922,17.63,12.998177999999943,1.6,0.053933123287671234
2025-12-01,ed5d60d2-6e92-4218-b627-015d5997c6b2,3.78125,0.0,0.0,0.37121095890410966
2025-12-01,f75a1efc-e24d-4cfb-bfc8-17756b3ad308,7.4275,1.4515493677751385,0.0,64.898736178630159
2026-04-01,6cf8867e-6e58-4d35-b708-e4ee808ac253,9.935483871,0.0,0.0,0.0033156164383561638
2026-04-01,26d71dbd-b0b5-4c7f-ab13-1f9047f0e23d,13.63541666678125,13.029865199999929,0.0,26.564556934246575
2026-04-01,13a731b4-74a4-4d51-a661-6a2af8102d2e,6.75,0.0,0.0,0.0033133150684931511
2026-04-01,0d98b401-bf86-4ef0-a9eb-ccbb0492e99d,19.59375,0.0,0.0,28.533775182465753
2025-10-01,43300856-acf9-4667-a6fb-a05ad713cf3a,16.875,14.139626871630679,0.0,1.6324926284931507
2026-04-01,d66ad1bc-6573-458a-abcc-f54dd9c77443,12.339032258,3.9599999999999791,0.0,1.8195000876712326
2026-04-01,bebc642c-336e-4e54-9254-71918f2b9ce2,17.1875,6.452549999999964,0.0,0.9061745506849318
2026-04-01,b362f442-95d3-4704-bf15-3ea43bb8cd7a,13.333333333,0.0,0.0,5.5705101205479437
2026-04-01,8606c55d-683c-42ac-82d3-c939315f6145,8.129032258,104.73672599999944,0.0,49.421689858630138
2026-01-01,345b064f-c1e4-4e1b-bae6-c2ca7bc8b859,6.741935484,0.0,0.0,0.097205041095890413
2026-01-01,41ea6f06-264a-4fd0-b713-aa156095123f,12.3,0.0,0.0,0.03768308602739727
2026-01-01,277a4b01-44ac-4f6b-8c1a-d40e73541ce2,10.64516129,28.624877999999846,0.0,0.62155809479452062
2026-01-01,20ed242e-7fd5-4687-b208-ad05fbd4b99c,9.580645161,0.0,0.0,5.239301729315069
2026-01-01,fe86c594-55c0-4a85-a1d4-0804473de5d9,7.38,23.345009999999878,0.0,0.29335387890410963
2026-01-01,fcc9b879-abbc-4509-a2ce-b457daa4db27,4.838709677,0.0,0.0,0.442082191780822
2026-01-01,f9d6cc57-b536-4a58-ab82-b6cca4c89e06,13.333333333,17.567729999999909,0.0,14.676946213698628
2026-01-01,db1e5f70-c787-486c-91f9-f1f1ebf47279,13.598387097,7.021079999999964,0.0,0.32821007945205483
2026-01-01,c3794f0d-6390-432c-a0b8-834a6ed6651e,25.28,13.760027999999929,1.52,1.7454685063013702
2026-05-01,530675c0-15af-499d-b0c3-c26d28489a81,15.0,0.0,0.0,1.5480547945205478
2026-05-01,5336ae4c-2a4b-49b8-a787-07ac4993ecc9,10.65625,0.52415999999999763,0.0,0.020677589041095887
2026-05-01,43d4f9ad-2542-4d02-b309-8ec4a3585ec8,8.71875,4.9319999999999782,0.0,0.13313271232876711
2026-05-01,021e06fe-d82a-4db3-b7cf-4802780e605f,35.61,390.00504599999829,0.0,22.734282670684934
2026-05-01,154b45f2-4ba1-41db-a55a-74ba6d9f34a7,32.071428571,4.1783399999999817,0.0,4.0793267364383565
2026-05-01,12e812a6-f084-4a39-a06a-0cc39b0aacfd,29.0,116.79757199999948,0.0,12.142768204931507
2026-05-01,196203e4-30d5-426b-ae0d-31628faf3a77,40.0,238.73342039999898,9.4,10.257527172602735
2026-05-01,23145a95-0e2b-40d8-aa85-ee0821de1f69,10.64516129032258,0.0,0.0,0.30961095890410967
2026-05-01,2dfd7f36-0ce6-4391-93ef-8385992693cd,13.0,0.0,17.6,0.051689549589041109
2026-03-01,d2152bfa-b9f4-42ba-a7e5-4deb3e813706,0.82,0.0,0.0,18.40626440438356
2026-03-01,b3ab0179-9617-4cd0-8006-59724ba08ee5,8.9375,0.0,0.0,0.013246027397260276
2026-03-01,b489ff7e-8447-4b4e-82ff-3021de2188c2,3.375,0.0,0.0,0.552054794520548
2026-03-01,9a6f9333-4962-4622-b0a9-00e2478b06ef,43.279666667,16.302005999999917,0.0,88.987015064109585
2026-03-01,993c66b6-bb7e-4361-b227-624bca26ec7c,29.0,0.0,0.0,0.4857489315068495
2026-03-01,4392a700-031c-4ca3-a9be-e02eb67b849b,7.7,0.0,0.0,10.041601387397261
2026-03-01,6826519a-6e7e-4a7c-8092-7827ddefadd1,9.93,93.175397999999547,28.4,2.1550791030136986
2026-02-01,92ef422c-1ac6-46ef-b72a-a22ec13ef71f,13.333333333,0.0,0.0,79.735976751780839
2026-02-01,7ab7124a-491c-4513-b36a-e3e7ad60fafe,13.333333333,84.110147999999683,0.0,35.470102985205479
2026-02-01,5ee66bd9-442b-466b-a115-ffa195ed0239,9.96875,0.0,0.0,0.0242641095890411
2026-02-01,51b1be5b-9644-4a76-bc60-e2d8b8110b61,8.71875,0.37529999999999847,0.0,2.1966161210958908
2026-02-01,1367d812-f494-4126-aec0-71b6f49efdb0,6.46875,0.0,0.0,0.22043835616438356
2026-05-01,f0fccc5f-9d1e-47d4-965a-c5756b527edc,3.084230769,3.0141539999999862,1.6,193.792305090411
2026-05-01,b362f442-95d3-4704-bf15-3ea43bb8cd7a,13.333333333,0.0,0.0,9.7083735320547913
2026-05-01,9e0ea68f-7df5-4f85-bcc5-15461624e387,30.0,5.5506059999999753,0.96,20.70845283068493
2025-11-01,f05c2a77-47cd-4119-b160-c44e5bacc241,2.838709677,5.0900777270383157,0.0,0.095628164383561642
2025-11-01,c3cb905b-c236-485d-bdc1-9fe61c13ec2c,8.419354839,0.0,0.0,0.12306849315068495
2025-11-01,bbc951d5-4969-47c6-9af0-71b59f1d6872,10.64516129,0.0,0.0,0.0035979726027397267
2025-12-01,67b7e158-0c11-4b80-8f72-a1b947cc7213,3.4375,0.0,0.0,0.027834246575342468
2025-12-01,1e574d64-1e56-4cee-a7bb-aeb08d72aaa3,4.5,1.5364352957152052,0.0,7.6878532109589042
2026-02-01,e2778e54-703b-40ed-b087-e65881541c1b,2.625,0.0,0.0,0.0033024657534246578
2026-02-01,e71252ed-25fb-4b66-b3e7-7bcea891f434,7.90625,0.0,0.0,0.72777534246575348
2026-02-01,b404b34a-d685-4b64-99ac-ab098d3716a9,8.25,0.0,0.0,0.061775342465753419
2025-10-01,263a1fad-1473-4f84-a814-9e9e894ae4b0,8.15625,0.0,0.0,0.05493698630136986
2025-10-01,1fb6f280-05c5-4a46-a4d7-e4b6a66bb810,16.25,37.887514581561121,0.0,13.18489292438356
2025-10-01,1c6496bf-768e-4411-9b3c-69c34ed3bfbc,7.3125,34.266372590989818,0.0,18.397461986301369
2025-10-01,0950a6ed-f9f2-4b79-8fde-7e04a7dabd68,5.4375,18.38251496649826,0.0,1.4988091046575338
2025-10-01,9dd3c837-df1b-4735-a58d-a5ddf6a2dd4c,7.875,0.0,0.0,2.1979287978082191
2025-11-01,2dca7666-6051-4025-bae6-e49c0b80164f,10.290322581,0.0,0.0,0.016757260273972605
2025-11-01,26d71dbd-b0b5-4c7f-ab13-1f9047f0e23d,7.666666667,0.0,0.0,2.9495758663013696
2026-05-01,dea3b448-0a0d-432f-9eef-007a3cf204c7,10.52,0.0,0.0,4.5796823726027389
2026-03-01,fc019cf9-d7eb-4fe6-a605-2ef922832b7b,7.03125,0.0,0.0,4.3070136986301382
2026-03-01,edb0b68d-42e2-429f-90c9-af95a6c57072,9.333333333,1.7014499999999917,0.0,0.15573647945205479
2025-10-01,822ce215-cd94-443a-a652-9adb399160a7,5.625,0.0,534.0,0.068630136986301382
2025-12-01,ebb2842b-44a7-478c-a715-8026826a7433,16.25,226.00784585830633,0.0,33.23128327452055
2025-12-01,e925f80b-afda-4554-b56a-fdc24aee5a00,14.9,93.012482251408883,6.14,3.0785825534246585
2025-12-01,ee58509b-50b8-4d30-a8e7-b5d166fea3ed,7.5625,0.0,0.0,0.002970191780821918
2025-12-01,dc648155-de52-433d-a748-865c63bd34d7,16.0,11.121489010182712,0.0,21.012749127671238
2025-12-01,d979a694-23d1-4ff6-b584-3d4390cd4ab0,13.333333333,1.6228244119625437,0.0,0.65326847287671252
2025-12-01,c545e1c5-a0b6-40ac-b3cb-f96d30765af2,3.09375,0.0,0.0,0.0049369863013698639
2025-12-01,8f69469b-3af0-4905-98b9-d19e9f1415e2,14.9,7.9207589897925761,0.36,0.20748872164383572
2025-12-01,8a7edc19-71f2-4f6f-bc31-d79644157352,6.82,3.5779418626738062,0.0,0.55207376219178084
2025-12-01,a7233d32-2c06-4c5a-8aa4-0c74e8a9519c,7.8125,0.0,0.0,0.20968219178082192
2026-04-01,430e88f5-458a-4be4-9e6a-57dee21d35a8,3.193548387,0.0,0.0,0.0077402739726027394
2026-04-01,203b01de-d44b-4b37-9699-205a00ee2276,13.333333333,11.942297999999935,0.0,10.149546919452053
2026-04-01,1b4e9c3b-7cd7-4607-9b30-cb5e07643702,12.02,0.0,1.6,0.0784987693150685
2026-04-01,0cbf18e2-3afd-4765-b67e-0770e4b25a10,7.838709677,0.0,0.0,13.263561643835617
2025-10-01,a6b0dace-4666-46f1-9e77-1384c4872769,0.35483871,0.0,0.0,0.013726027397260275
2026-04-01,dbd7198e-4bf2-472e-a609-69b2ed0640f7,34.0,72.328733999999656,0.0,11.048993184109591
2026-04-01,d20cabdc-4c66-45f8-a0d5-d8827d1c443e,5.806451613,0.0,0.0,0.22115068493150686
2026-04-01,cf93e5ed-be99-4c7c-bfab-242b2abdd6f0,8.129032258,0.0,0.0,0.34304403287671248
2026-04-01,c027dfc9-b8fc-460a-aead-fdceea94de76,8.709677419,0.0,0.0,0.028724931506849308
2026-04-01,b9b1a96e-f5c7-4d12-9909-aaa41f18fdfe,3.903225806,0.0,0.0,0.0033172602739726027
2026-04-01,74003e65-30f3-4b7c-b232-b0e8ad45c5d1,12.375,74.4205679999996,0.0,26.442547492054793
2026-01-01,05a7ea2f-76a6-438d-8feb-d55ac430a643,15.0,18.221075999999904,0.0,2.4572080800000005
2026-01-01,06b55f22-7f05-4b44-a2bb-347fbc059796,16.18,0.0,2.56,2.6135563441095893
2026-01-01,97d996e6-413a-4227-8b7e-f4b82fb776b9,9.225806452,2.4789419999999871,0.0,0.59204324054794544
2026-01-01,b1336f6c-ad52-4685-a4f4-68ca89f12a0f,13.333333333,29.523293999999847,0.0,0.6713467780821919
2026-05-01,5a9c111f-0270-427e-a2aa-b526b88aea35,12.419354838709678,8.1645659999999634,0.0,0.9568924756164382
2026-05-01,4ab64e9f-412a-4670-8f7e-fdf870d1d376,10.290322580645162,3.1017599999999859,0.0,3.3734988931506851
2026-05-01,19ad78a9-b8d5-47aa-b84a-3c63bdb26697,29.29,40.588919999999817,0.0,12.218395104657532
2026-05-01,0d95a899-a5ee-481b-988d-1c495fd7db67,11.35483870967742,0.0,0.0,1.279835503561644
2026-05-01,1fadf798-9105-4210-afe9-94f67c317ae5,13.333333333,16.295777999999931,0.66,6.4701580416438356
2026-03-01,d3a80bd2-e0e8-4fef-a777-00c344aac457,7.08,7.0513379999999648,0.0,0.28695158794520548
2026-03-01,4b2fd31e-7047-4d73-9469-3f8c308769c7,2.785,145.42572599999932,0.0,19.662532163287676
2026-03-01,52a0d164-8cac-44e9-b881-95bd603b6fdd,7.666666667,8.33200199999996,0.0,5.7177476301369863
2026-02-01,5d33f152-62d2-4a93-8921-95fcee2231d7,0.28125,0.0,0.0,0.052088484383561673
2026-02-01,05c13a50-e34d-449a-b5dd-ffffe19d63bd,43.68,4.939068599999981,1.36,1.4112574016438357
2026-02-01,08801f7c-a120-4c88-a231-2c1c020db713,9.333333333,0.0,0.0,1.5791260723287674
2026-02-01,1ec7577a-7d88-4a8d-b382-75aeaedbcaf9,0.4,58.778045999999755,0.0,3.5092949704109579
2026-02-01,3e7bfe2e-4108-4ba9-bd3b-78d43f500f1d,3.78125,0.0,0.0,0.12005064109589042
2026-05-01,f370e317-9a16-4c32-a524-70ad203adc2d,28.77,0.93619799999999587,0.0,2.2584372361643839
2026-05-01,ba45cfcd-e8d4-4f97-8eb8-06de5a06f6ec,11.70967741935484,0.0,0.0,0.15259397260273971
2026-05-01,941bde47-7057-4a50-9b20-a448b912c969,8.05,0.0,0.0,0.21786438575342471
2026-05-01,a0071f6d-4149-4655-b2c7-76b49634531a,52.28,0.0,0.0,3.6509368504109592
2025-11-01,be49177f-00cf-4f73-9084-d32b167cad27,6.677419355,0.4717888727429953,0.0,24.358073637808218
2025-11-01,93be4adf-d69d-41b9-a4f6-157e3d14d65a,14.838709677,0.0,0.0,0.12306849315068495
2025-12-01,4cebd67a-f690-49ac-a892-9549acf40843,3.65625,0.0,0.0,0.80902456986301374
2025-12-01,00d37fc4-0234-4593-a942-77307e899000,5.0625,0.0,0.0,14.218910810958906
2026-02-01,fe82cb36-5d15-49c2-923f-c8fa3ae74d3a,8.9375,0.0,0.0,0.0041021917808219191
2026-02-01,a6a6f15b-3995-4d15-8e0a-5061fcf92b05,8.25,13.548329999999945,0.0,1.6973961320547946
