company_profile_id,revenue_months,subscription_revenue,interchange_revenue,banking_fees,deposit_interest_revenue,total_revenue,persona,initial_subscription_group,activation_date,closed_date,all_revenue_share_pct
ead429ea-1eba-4792-9b26-fd974fafe6d4,6,48.77419354800000000000,33.90285104225718910000,0.00000000000000000000,19382.67967467616268950000,19465.35671926641987860000,Retail,start,2025-11-17,,0.83
4399a1b4-86cd-4cf7-a61b-740c202086c2,5,44.00000000000000000000,11815.35898988699550000000,28.00000000000000000000,70.72194514739726540000,11958.08093503439276540000,Consultant,start,2025-12-15,,0.51
8dd44ff7-9e9f-4f2f-a97e-d8c543967f6f,7,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,11244.43187862575400300000,11244.43187862575400300000,BTP,free,2025-10-31,,0.48
f5176539-d715-4d19-a4be-92aab87ee00d,7,66.00000000000000000000,286.73584198029792330000,2.62000000000000000000,7745.32389242685066000000,8100.67973440714858330000,BTP,start,2025-10-20,,0.34
a64ecf08-b62e-407e-a895-ca2756f56e18,6,101.29032258100000000000,4981.16521425067908000000,138.00000000000000000000,69.69899967780824070000,5290.15453650948732070000,Wholesale,plus,2025-11-29,,0.23
45cccd2e-295d-4dc1-90a0-2d903a60c227,6,480.00000000000000000000,1996.64691557781534160000,2657.50000000000000000000,26.00113185643836020000,5160.14804743425370180000,Bikers_Drivers,business,2025-11-01,2026-05-10,0.22
963d54ac-2c33-48c3-8019-ee10c1939e48,6,55.00000000000000000000,3084.94012792264939000000,255.72000000000000000000,1576.38379824712336930700,4972.04392616977275930700,Wholesale,start,2025-11-05,,0.21
7f1e7da5-38e4-4236-aabb-1b9039de6809,6,125.00000000000000000000,2640.65508793541293120000,22.28000000000000000000,2099.87388297041128500000,4887.80897090582421620000,Others,plus,2025-11-17,,0.21
9f990839-3fb1-4613-8b61-6c968ad7bb56,5,320.00000000000000000000,3787.84517177771298000000,9.86000000000000000000,474.66955693698632800000,4592.37472871469930800000,BTP,business,2025-12-14,,0.2
4483ab8e-be60-49a9-a865-395c9157d7ca,3,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,4476.27256711068567000000,4476.27256711068567000000,Bankers_Insurance,free,2026-02-28,,0.19
758b1b85-2a60-4dc1-80ca-2888af2b4e82,7,66.00000000000000000000,34.65016841026204690000,1.22000000000000000000,4358.09919385917886833000,4459.96936226944091523000,Consultant,start,2025-10-26,,0.19
9753b391-79c3-4132-888e-85a2169517ba,5,0.00000000000000000000,0.00000000000000000000,2.40000000000000000000,4126.34709063342456400000,4128.74709063342456400000,BTP,free,2025-12-13,,0.18
c762f318-59c5-480c-9fcd-c4590293f098,5,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,4016.88377103068502000000,4016.88377103068502000000,BTP,free,2025-12-05,,0.17
74e459a0-da48-4ab9-a893-97564adcdfbc,7,66.00000000000000000000,367.03282796386205400000,18.00000000000000000000,3466.09987273095964000000,3917.13270069482169400000,BTP,start,2025-10-26,,0.17
6ea194cc-4a5e-4542-b6be-ac2b1370f316,6,125.00000000000000000000,3632.64567675226823000000,98.94000000000000000000,59.50575487397261170000,3916.09143162624084170000,Retail,plus,2025-11-08,,0.17
243fea5c-31fc-443f-8eb4-ec56611b7349,6,480.00000000000000000000,2884.38310777042181000000,28.32000000000000000000,267.64920821315073300000,3660.35231598357254300000,Automobile_Trade_Repair,business,2025-11-11,,0.16
c34fe1df-09e3-4da7-ba46-8997b9c9f04c,6,0.00000000000000000000,772.18260451775221600000,946.24000000000000000000,1927.53502912547962210000,3645.95763364323183810000,BTP,free,2025-11-20,,0.16
4838afc7-cc47-4436-9e9e-ad201ad8c446,6,0.00000000000000000000,0.00000000000000000000,8.00000000000000000000,3632.35036273972656700000,3640.35036273972656700000,BTP,free,2025-11-29,,0.15
5a014b49-e0cf-4ae2-b142-b9b1b6898cdb,6,55.00000000000000000000,3038.51324843223404000000,256.86000000000000500000,70.89236394520548567600,3421.26561237743953067600,Automobile_Trade_Repair,start,2025-11-30,,0.15
1f1aa408-c449-46b9-aa1f-5cd91c782ef4,3,26.71875000000000000000,0.00000000000000000000,0.00000000000000000000,3388.87421317369971000000,3415.59296317369971000000,Consultant,start,2026-02-22,,0.15
b0664662-2865-48d2-b743-882a7b9b04e1,7,150.00000000000000000000,3078.98020421575609000000,0.00000000000000000000,42.98084350082192163000,3271.96104771657801163000,Retail,plus,2025-10-19,,0.14
c204742b-8df5-4b54-acd3-8b51bfe2b6bd,5,312.81250000000000000000,2613.85408799998723800000,0.00000000000000000000,322.53738532602742900000,3249.20397332601466700000,BTP,business,2025-12-17,,0.14
b6bb4857-2b8c-4572-aedf-d9589ff7715c,5,125.00000000000000000000,2698.50456989595949000000,347.80000000000000000000,51.91949881095890150000,3223.22406870691839150000,Medical_Professionals,plus,2025-12-12,,0.14
295d837b-42df-4f4e-a1f9-be9398c709a8,5,320.00000000000000000000,2862.34799073814311000000,0.00000000000000000000,38.86200314246575750000,3221.20999388060886750000,BTP,business,2025-12-22,,0.14
d9d99ff0-f6bb-4ddd-9a2e-5a6557ab0c33,5,100.00000000000000000000,2883.67196577277289000000,0.00000000000000000000,122.36105892164383600000,3106.03302469441672600000,Restauration,plus,2025-12-11,,0.13
