months_since_activation,current_active_streak_months,persona,initial_subscription_group,segment_level,eligible_active_company_months,active_next_months,next_month_active_rate_pct
4,2,Wholesale,start,persona_x_initial_plan,1,1,100.0
4,3,ALL,free,initial_plan,7,7,100.0
4,3,ALL,plus,initial_plan,2,2,100.0
4,3,ALL,start,initial_plan,2,1,50.0
4,3,ALL,ALL,overall,11,10,90.91
4,3,BTP,ALL,persona,1,1,100.0
4,3,Bankers_Insurance,ALL,persona,1,1,100.0
4,3,Bikers_Drivers,ALL,persona,1,1,100.0
4,3,Consultant,ALL,persona,2,2,100.0
4,3,Developer_IT,ALL,persona,1,0,0.0
4,3,Media_Publishing,ALL,persona,1,1,100.0
4,3,Others,ALL,persona,2,2,100.0
4,3,Professeur,ALL,persona,1,1,100.0
4,3,Retail,ALL,persona,1,1,100.0
4,3,BTP,free,persona_x_initial_plan,1,1,100.0
4,3,Bankers_Insurance,free,persona_x_initial_plan,1,1,100.0
4,3,Bikers_Drivers,free,persona_x_initial_plan,1,1,100.0
4,3,Consultant,free,persona_x_initial_plan,1,1,100.0
4,3,Consultant,start,persona_x_initial_plan,1,1,100.0
4,3,Developer_IT,start,persona_x_initial_plan,1,0,0.0
4,3,Media_Publishing,plus,persona_x_initial_plan,1,1,100.0
4,3,Others,free,persona_x_initial_plan,2,2,100.0
4,3,Professeur,plus,persona_x_initial_plan,1,1,100.0
4,3,Retail,free,persona_x_initial_plan,1,1,100.0
4,5,ALL,business,initial_plan,53,49,92.45
4,5,ALL,free,initial_plan,1147,1130,98.52
4,5,ALL,plus,initial_plan,463,448,96.76
4,5,ALL,start,initial_plan,1475,1447,98.1
4,5,ALL,ALL,overall,3138,3074,97.96
4,5,Automobile_Trade_Repair,ALL,persona,118,112,94.92
4,5,BTP,ALL,persona,597,589,98.66
4,5,Bankers_Insurance,ALL,persona,41,41,100.0
4,5,Bikers_Drivers,ALL,persona,184,179,97.28
4,5,Cleaning_CallCenters,ALL,persona,22,21,95.45
4,5,Consultant,ALL,persona,580,569,98.1
4,5,Developer_IT,ALL,persona,287,282,98.26
4,5,Media_Publishing,ALL,persona,114,114,100.0
4,5,Medical_Professionals,ALL,persona,41,41,100.0
4,5,Others,ALL,persona,477,467,97.9
4,5,Professeur,ALL,persona,95,95,100.0
4,5,Repair,ALL,persona,18,18,100.0
4,5,Repair_Installation,ALL,persona,9,9,100.0
4,5,Restauration,ALL,persona,74,72,97.3
4,5,Retail,ALL,persona,407,392,96.31
4,5,Wholesale,ALL,persona,74,73,98.65
4,5,Automobile_Trade_Repair,business,persona_x_initial_plan,7,7,100.0
4,5,Automobile_Trade_Repair,free,persona_x_initial_plan,35,31,88.57
4,5,Automobile_Trade_Repair,plus,persona_x_initial_plan,33,33,100.0
4,5,Automobile_Trade_Repair,start,persona_x_initial_plan,43,41,95.35
4,5,BTP,business,persona_x_initial_plan,12,11,91.67
4,5,BTP,free,persona_x_initial_plan,193,193,100.0
4,5,BTP,plus,persona_x_initial_plan,133,128,96.24
4,5,BTP,start,persona_x_initial_plan,259,257,99.23
4,5,Bankers_Insurance,free,persona_x_initial_plan,23,23,100.0
4,5,Bankers_Insurance,start,persona_x_initial_plan,18,18,100.0
4,5,Bikers_Drivers,business,persona_x_initial_plan,6,6,100.0
4,5,Bikers_Drivers,free,persona_x_initial_plan,64,63,98.44
4,5,Bikers_Drivers,plus,persona_x_initial_plan,38,36,94.74
4,5,Bikers_Drivers,start,persona_x_initial_plan,76,74,97.37
4,5,Cleaning_CallCenters,business,persona_x_initial_plan,1,1,100.0
4,5,Cleaning_CallCenters,free,persona_x_initial_plan,9,9,100.0
4,5,Cleaning_CallCenters,plus,persona_x_initial_plan,4,3,75.0
4,5,Cleaning_CallCenters,start,persona_x_initial_plan,8,8,100.0
4,5,Consultant,business,persona_x_initial_plan,6,6,100.0
4,5,Consultant,free,persona_x_initial_plan,233,228,97.85
4,5,Consultant,plus,persona_x_initial_plan,50,49,98.0
4,5,Consultant,start,persona_x_initial_plan,291,286,98.28
4,5,Developer_IT,business,persona_x_initial_plan,3,3,100.0
4,5,Developer_IT,free,persona_x_initial_plan,116,114,98.28
4,5,Developer_IT,plus,persona_x_initial_plan,23,23,100.0
4,5,Developer_IT,start,persona_x_initial_plan,145,142,97.93
4,5,Media_Publishing,business,persona_x_initial_plan,1,1,100.0
4,5,Media_Publishing,free,persona_x_initial_plan,56,56,100.0
4,5,Media_Publishing,plus,persona_x_initial_plan,6,6,100.0
4,5,Media_Publishing,start,persona_x_initial_plan,51,51,100.0
4,5,Medical_Professionals,free,persona_x_initial_plan,18,18,100.0
4,5,Medical_Professionals,plus,persona_x_initial_plan,2,2,100.0
4,5,Medical_Professionals,start,persona_x_initial_plan,21,21,100.0
4,5,Others,business,persona_x_initial_plan,8,6,75.0
4,5,Others,free,persona_x_initial_plan,167,167,100.0
4,5,Others,plus,persona_x_initial_plan,75,72,96.0
4,5,Others,start,persona_x_initial_plan,227,222,97.8
4,5,Professeur,free,persona_x_initial_plan,41,41,100.0
4,5,Professeur,plus,persona_x_initial_plan,6,6,100.0
4,5,Professeur,start,persona_x_initial_plan,48,48,100.0
4,5,Repair,free,persona_x_initial_plan,6,6,100.0
4,5,Repair,plus,persona_x_initial_plan,1,1,100.0
4,5,Repair,start,persona_x_initial_plan,11,11,100.0
4,5,Repair_Installation,free,persona_x_initial_plan,3,3,100.0
4,5,Repair_Installation,plus,persona_x_initial_plan,1,1,100.0
4,5,Repair_Installation,start,persona_x_initial_plan,5,5,100.0
4,5,Restauration,free,persona_x_initial_plan,24,23,95.83
4,5,Restauration,plus,persona_x_initial_plan,18,18,100.0
4,5,Restauration,start,persona_x_initial_plan,32,31,96.88
4,5,Retail,business,persona_x_initial_plan,4,4,100.0
4,5,Retail,free,persona_x_initial_plan,139,135,97.12
4,5,Retail,plus,persona_x_initial_plan,56,53,94.64
4,5,Retail,start,persona_x_initial_plan,208,200,96.15
4,5,Wholesale,business,persona_x_initial_plan,5,4,80.0
4,5,Wholesale,free,persona_x_initial_plan,20,20,100.0
4,5,Wholesale,plus,persona_x_initial_plan,17,17,100.0
4,5,Wholesale,start,persona_x_initial_plan,32,32,100.0
5,1,ALL,free,initial_plan,1,1,100.0
5,1,ALL,plus,initial_plan,2,1,50.0
5,1,ALL,start,initial_plan,2,2,100.0
5,1,ALL,ALL,overall,5,4,80.0
5,1,BTP,ALL,persona,1,1,100.0
5,1,Consultant,ALL,persona,1,1,100.0
5,1,Developer_IT,ALL,persona,1,1,100.0
5,1,Media_Publishing,ALL,persona,1,1,100.0
5,1,Retail,ALL,persona,1,0,0.0
5,1,BTP,plus,persona_x_initial_plan,1,1,100.0
5,1,Consultant,start,persona_x_initial_plan,1,1,100.0
5,1,Developer_IT,start,persona_x_initial_plan,1,1,100.0
5,1,Media_Publishing,free,persona_x_initial_plan,1,1,100.0
5,1,Retail,plus,persona_x_initial_plan,1,0,0.0
5,2,ALL,free,initial_plan,2,2,100.0
5,2,ALL,ALL,overall,2,2,100.0
5,2,Bikers_Drivers,ALL,persona,1,1,100.0
5,2,Developer_IT,ALL,persona,1,1,100.0
5,2,Bikers_Drivers,free,persona_x_initial_plan,1,1,100.0
5,2,Developer_IT,free,persona_x_initial_plan,1,1,100.0
5,3,ALL,free,initial_plan,1,1,100.0
5,3,ALL,plus,initial_plan,1,1,100.0
5,3,ALL,start,initial_plan,3,3,100.0
5,3,ALL,ALL,overall,5,5,100.0
5,3,BTP,ALL,persona,1,1,100.0
5,3,Developer_IT,ALL,persona,2,2,100.0
5,3,Others,ALL,persona,1,1,100.0
5,3,Wholesale,ALL,persona,1,1,100.0
5,3,BTP,free,persona_x_initial_plan,1,1,100.0
5,3,Developer_IT,start,persona_x_initial_plan,2,2,100.0
5,3,Others,plus,persona_x_initial_plan,1,1,100.0
5,3,Wholesale,start,persona_x_initial_plan,1,1,100.0
5,4,ALL,free,initial_plan,3,3,100.0
5,4,ALL,start,initial_plan,1,1,100.0
5,4,ALL,ALL,overall,4,4,100.0
5,4,Bankers_Insurance,ALL,persona,1,1,100.0
5,4,Bikers_Drivers,ALL,persona,1,1,100.0
5,4,Consultant,ALL,persona,2,2,100.0
5,4,Bankers_Insurance,free,persona_x_initial_plan,1,1,100.0
5,4,Bikers_Drivers,free,persona_x_initial_plan,1,1,100.0
5,4,Consultant,free,persona_x_initial_plan,1,1,100.0
5,4,Consultant,start,persona_x_initial_plan,1,1,100.0
5,6,ALL,business,initial_plan,19,17,89.47
5,6,ALL,free,initial_plan,350,339,96.86
5,6,ALL,plus,initial_plan,157,153,97.45
5,6,ALL,start,initial_plan,479,471,98.33
5,6,ALL,ALL,overall,1005,980,97.51
5,6,Automobile_Trade_Repair,ALL,persona,44,44,100.0
5,6,BTP,ALL,persona,202,201,99.5
5,6,Bankers_Insurance,ALL,persona,13,13,100.0
5,6,Bikers_Drivers,ALL,persona,69,66,95.65
5,6,Cleaning_CallCenters,ALL,persona,6,6,100.0
5,6,Consultant,ALL,persona,182,178,97.8
5,6,Developer_IT,ALL,persona,70,69,98.57
5,6,Media_Publishing,ALL,persona,31,29,93.55
5,6,Medical_Professionals,ALL,persona,14,13,92.86
5,6,Others,ALL,persona,164,155,94.51
5,6,Professeur,ALL,persona,30,30,100.0
5,6,Repair,ALL,persona,7,7,100.0
5,6,Restauration,ALL,persona,24,23,95.83
5,6,Retail,ALL,persona,131,130,99.24
5,6,Wholesale,ALL,persona,18,16,88.89
5,6,Automobile_Trade_Repair,business,persona_x_initial_plan,5,5,100.0
5,6,Automobile_Trade_Repair,free,persona_x_initial_plan,13,13,100.0
5,6,Automobile_Trade_Repair,plus,persona_x_initial_plan,10,10,100.0
5,6,Automobile_Trade_Repair,start,persona_x_initial_plan,16,16,100.0
5,6,BTP,business,persona_x_initial_plan,5,4,80.0
5,6,BTP,free,persona_x_initial_plan,67,67,100.0
5,6,BTP,plus,persona_x_initial_plan,50,50,100.0
5,6,BTP,start,persona_x_initial_plan,80,80,100.0
5,6,Bankers_Insurance,free,persona_x_initial_plan,7,7,100.0
5,6,Bankers_Insurance,start,persona_x_initial_plan,6,6,100.0
5,6,Bikers_Drivers,business,persona_x_initial_plan,3,3,100.0
5,6,Bikers_Drivers,free,persona_x_initial_plan,25,23,92.0
5,6,Bikers_Drivers,plus,persona_x_initial_plan,17,16,94.12
5,6,Bikers_Drivers,start,persona_x_initial_plan,24,24,100.0
5,6,Cleaning_CallCenters,free,persona_x_initial_plan,4,4,100.0
5,6,Cleaning_CallCenters,start,persona_x_initial_plan,2,2,100.0
5,6,Consultant,business,persona_x_initial_plan,1,1,100.0
5,6,Consultant,free,persona_x_initial_plan,71,70,98.59
5,6,Consultant,plus,persona_x_initial_plan,12,12,100.0
5,6,Consultant,start,persona_x_initial_plan,98,95,96.94
5,6,Developer_IT,free,persona_x_initial_plan,23,23,100.0
5,6,Developer_IT,plus,persona_x_initial_plan,11,11,100.0
5,6,Developer_IT,start,persona_x_initial_plan,36,35,97.22
5,6,Media_Publishing,free,persona_x_initial_plan,13,12,92.31
5,6,Media_Publishing,plus,persona_x_initial_plan,1,1,100.0
5,6,Media_Publishing,start,persona_x_initial_plan,17,16,94.12
5,6,Medical_Professionals,free,persona_x_initial_plan,5,4,80.0
5,6,Medical_Professionals,plus,persona_x_initial_plan,1,1,100.0
5,6,Medical_Professionals,start,persona_x_initial_plan,8,8,100.0
5,6,Others,business,persona_x_initial_plan,4,3,75.0
5,6,Others,free,persona_x_initial_plan,56,53,94.64
5,6,Others,plus,persona_x_initial_plan,23,20,86.96
5,6,Others,start,persona_x_initial_plan,81,79,97.53
5,6,Professeur,free,persona_x_initial_plan,10,10,100.0
5,6,Professeur,plus,persona_x_initial_plan,1,1,100.0
5,6,Professeur,start,persona_x_initial_plan,19,19,100.0
5,6,Repair,free,persona_x_initial_plan,2,2,100.0
5,6,Repair,plus,persona_x_initial_plan,1,1,100.0
5,6,Repair,start,persona_x_initial_plan,4,4,100.0
5,6,Restauration,free,persona_x_initial_plan,8,7,87.5
5,6,Restauration,plus,persona_x_initial_plan,10,10,100.0
5,6,Restauration,start,persona_x_initial_plan,6,6,100.0
5,6,Retail,free,persona_x_initial_plan,42,41,97.62
5,6,Retail,plus,persona_x_initial_plan,18,18,100.0
5,6,Retail,start,persona_x_initial_plan,71,71,100.0
5,6,Wholesale,business,persona_x_initial_plan,1,1,100.0
5,6,Wholesale,free,persona_x_initial_plan,4,3,75.0
5,6,Wholesale,plus,persona_x_initial_plan,2,2,100.0
5,6,Wholesale,start,persona_x_initial_plan,11,10,90.91
